EraID,EraNarrative,EventID,EventNarrative,EventDifficulty,OptionID,OptionText,OptionTag,PositiveOutcomeText,PositivePS_Change,NegativeOutcomeText,NegativePS_Change
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Modern,Rapid industrialisation and global connectivity reshape your civilisation entirely...,E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E1,Resource Shortage - A sudden scarcity of essential resources threatens your civilisation.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E1,Resource Shortage - A sudden scarcity of essential resources threatens your civilisation.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E1,Resource Shortage - A sudden scarcity of essential resources threatens your civilisation.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E1,Resource Shortage - A sudden scarcity of essential resources threatens your civilisation.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E1,Resource Shortage - A sudden scarcity of essential resources threatens your civilisation.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E2,"Cultural Schism - Internal cultural divisions emerge, challenging unity and identity.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E2,"Cultural Schism - Internal cultural divisions emerge, challenging unity and identity.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E2,"Cultural Schism - Internal cultural divisions emerge, challenging unity and identity.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E2,"Cultural Schism - Internal cultural divisions emerge, challenging unity and identity.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E2,"Cultural Schism - Internal cultural divisions emerge, challenging unity and identity.",Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E3,Economic Boom - A surge in productivity and trade presents opportunities and risks.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E3,Economic Boom - A surge in productivity and trade presents opportunities and risks.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E3,Economic Boom - A surge in productivity and trade presents opportunities and risks.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E3,Economic Boom - A surge in productivity and trade presents opportunities and risks.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E3,Economic Boom - A surge in productivity and trade presents opportunities and risks.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E4,Leadership Crisis - Uncertainty spreads as leadership falters or is contested.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E4,Leadership Crisis - Uncertainty spreads as leadership falters or is contested.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E4,Leadership Crisis - Uncertainty spreads as leadership falters or is contested.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E4,Leadership Crisis - Uncertainty spreads as leadership falters or is contested.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E4,Leadership Crisis - Uncertainty spreads as leadership falters or is contested.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E5,"Technological Breakthrough - A major innovation emerges, but its consequences are unclear.",Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E5,"Technological Breakthrough - A major innovation emerges, but its consequences are unclear.",Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E5,"Technological Breakthrough - A major innovation emerges, but its consequences are unclear.",Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E5,"Technological Breakthrough - A major innovation emerges, but its consequences are unclear.",Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E5,"Technological Breakthrough - A major innovation emerges, but its consequences are unclear.",Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E6,Natural Disaster - A powerful natural event disrupts normal life across your civilisation.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E6,Natural Disaster - A powerful natural event disrupts normal life across your civilisation.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E6,Natural Disaster - A powerful natural event disrupts normal life across your civilisation.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E6,Natural Disaster - A powerful natural event disrupts normal life across your civilisation.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E6,Natural Disaster - A powerful natural event disrupts normal life across your civilisation.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E7,Foreign Relations Incident - Tensions rise with neighbouring or external powers.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E7,Foreign Relations Incident - Tensions rise with neighbouring or external powers.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E7,Foreign Relations Incident - Tensions rise with neighbouring or external powers.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E7,Foreign Relations Incident - Tensions rise with neighbouring or external powers.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E7,Foreign Relations Incident - Tensions rise with neighbouring or external powers.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E8,Population Surge - Sudden growth strains infrastructure and societal systems.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E9,Public Health Challenge - A widespread illness threatens stability and wellbeing.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O1,Invest in widespread infrastructure improvements.,Generic,Infrastructure strengthens resilience and improves quality of life.,+10,"The investment fails, draining resources and causing public frustration.",-8
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O2,Open dialogue with affected groups to address concerns.,Generic,Dialogue reduces tensions and encourages cooperation across society.,+9,"Talks collapse, worsening divisions and eroding trust.",-7
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O3,Deploy specialised teams to analyse and mitigate the issue.,Generic,"Teams respond effectively, restoring stability and preventing escalation.",+11,"Teams misjudge the situation, leading to greater disruption and panic.",-9
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O4,Redirect national resources to aggressively solve the problem.,Generic,"A strong, decisive response restores confidence and resolves the issue.",+8,"Essential systems weaken due to resource stripping, worsening the crisis.",-10
Space,"Humanity expands beyond Earth, forging colonies among the stars...",E10,Worker Unrest - Discontent grows among labourers or general citizens.,Variable,O5,Allow local communities autonomy to handle the situation their own way.,Generic,"Communities innovate and adapt, strengthening local identity and resilience.",+7,"Fragmentation occurs, responses differ wildly, and the situation worsens.",-6
