EraID,EraNarrative,EventID,EventNarrative,EventDifficulty,OptionID,OptionText,OptionTag,PositiveOutcomeText,NegativeOutcomeText,PositivePS_Change,NegativePS_Change,PositiveStable_Change,NegativeStable_Change
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E3,"Prosperity surges as trade expands and new resources flow into the kingdom. Wealth spreads, but so does the temptation toward greed and excess.",ECONOMIC BOOM,O5,Construct new granaries and treasuries to secure surplus wealth.,Unique,"The kingdom becomes a model of foresight, storing prosperity for future hardship. Citizens appreciate the ruler’s wisdom.","Heavy investment leaves little gold for emergencies. When minor mishaps occur, the crown appears unprepared despite its wealth.",+12,-10,5,-5
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E4,"Nobles question the crown’s authority, claiming misrule or favouritism. Whispers of rebellion spread through courtly halls.",LEADERSHIP CRISIS,O1,Call a grand assembly of nobles to address grievances openly.,Unique,"The assembly restores trust through open dialogue. Nobles leave satisfied, and unity returns to the realm’s leadership.","Arguments escalate into threats as rival houses refuse compromise. The assembly breaks down, deepening political fractures.",+11,-10,1,-1
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E4,"Nobles question the crown’s authority, claiming misrule or favouritism. Whispers of rebellion spread through courtly halls.",LEADERSHIP CRISIS,O2,Promote a widely respected knight to serve as royal mediator.,Unique,"The knight’s honourable reputation calms tensions. Nobles trust their judgment, and disputes are settled peacefully.","Some nobles accuse the knight of bias and manipulation. Their distrust grows, and hidden alliances begin to form against the crown.",+9,-8,2,-2
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E4,"Nobles question the crown’s authority, claiming misrule or favouritism. Whispers of rebellion spread through courtly halls.",LEADERSHIP CRISIS,O3,Host a royal feast to remind nobles of shared bonds.,Unique,"Warm food, music, and generous hospitality rekindle camaraderie among nobles. Old friendships are restored over wine and song.","A feud between two houses erupts during the feast, turning celebration into humiliation for the crown. Tensions worsen overnight.",+8,-7,3,-3
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E4,"Nobles question the crown’s authority, claiming misrule or favouritism. Whispers of rebellion spread through courtly halls.",LEADERSHIP CRISIS,O4,Strengthen royal guards to deter rebellious nobles.,Unique,"A disciplined show of force discourages rebellion. Nobles reconsider rash actions, opting for negotiation instead.","The militarization alarms nobles, who interpret it as oppression. Several houses quietly begin gathering troops.",+10,-9,4,-4
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E4,"Nobles question the crown’s authority, claiming misrule or favouritism. Whispers of rebellion spread through courtly halls.",LEADERSHIP CRISIS,O5,Offer strategic marriages to unite influential noble families.,Unique,"The marriages forge strong alliances, intertwining the fate of noble houses with the throne. Stability returns.","The alliances alienate excluded families, who grow jealous and bitter. Political scheming intensifies behind closed doors.",+7,-6,5,-5
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E5,"A new tool, siege device, farming technique, or scholarly discovery emerges. How it is used may uplift or endanger the realm.",TECHNOLOGICAL BREAKTHROUGH,O1,Allow monks and scholars to study and refine the breakthrough in their scriptoria.,Unique,"The monks uncover improvements through careful study, producing clearer designs and safer applications. Their contributions earn admiration across the kingdom.","Scholars clash over interpretations of the discovery, stalling progress. Rival monasteries accuse each other of hoarding knowledge, harming cooperation.",+10,-8,1,-1
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E5,"A new tool, siege device, farming technique, or scholarly discovery emerges. How it is used may uplift or endanger the realm.",TECHNOLOGICAL BREAKTHROUGH,O2,Introduce the invention to farmers and craftspeople to test practical use.,Unique,"Peasants quickly adapt the innovation for daily work, increasing yields and efficiency. Life in the villages improves markedly under the new method.","Improper use leads to injuries and property damage. Many villagers reject the tool as dangerous, damaging trust in both scholars and the crown.",+9,-7,2,-2
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E5,"A new tool, siege device, farming technique, or scholarly discovery emerges. How it is used may uplift or endanger the realm.",TECHNOLOGICAL BREAKTHROUGH,O3,Reserve the breakthrough for military development under the royal army.,Unique,"The innovation provides a strategic advantage, boosting morale among troops. Nobles praise the crown for recapturing initiative in regional conflicts.","Early military tests fail catastrophically, injuring soldiers and embarrassing commanders. Doubt spreads through the ranks regarding the crown’s judgment.",+11,-9,3,-3
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E5,"A new tool, siege device, farming technique, or scholarly discovery emerges. How it is used may uplift or endanger the realm.",TECHNOLOGICAL BREAKTHROUGH,O4,Commission master artisans to craft an improved version for public demonstration.,Unique,"The artisans produce a polished masterpiece that inspires awe. Citizens gather to witness the marvel, renewing faith in the kingdom’s ingenuity.","The artisans argue over credit and compensation. Their infighting delays progress, and rumours of corruption ruin public excitement.",+8,-6,4,-4
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E5,"A new tool, siege device, farming technique, or scholarly discovery emerges. How it is used may uplift or endanger the realm.",TECHNOLOGICAL BREAKTHROUGH,O5,Keep the discovery secret and test it solely within castle workshops.,Unique,"Secrecy prevents outside interference. After extensive refinement, the invention emerges perfected and ready to benefit the entire realm.","Rumours leak of forbidden experiments, causing unease among nobles. Some suspect sinister intentions, damaging trust in the crown’s leadership.",+12,-10,5,-5
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E6,"A storm, plague of locusts, sudden freeze, or river flood strikes the kingdom. Villages cry for aid; the realm must respond quickly.",NATURAL DISASTER,O1,"Send knights and workers to reinforce levees, dams, and village walls.",Unique,"The reinforcements hold strong against the disaster, saving countless homes. Villagers praise the crown’s swift action and renewed sense of security.","Crews arrive too late as the disaster breaches defences. Villagers blame poor planning, and resentment grows toward the nobility.",+10,-8,1,-1
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E6,"A storm, plague of locusts, sudden freeze, or river flood strikes the kingdom. Villages cry for aid; the realm must respond quickly.",NATURAL DISASTER,O2,Evacuate threatened villages to nearby monasteries for shelter.,Unique,"Monasteries provide food, warmth, and prayer, easing fear. Grateful families speak highly of the crown’s compassion.","Crowded halls spread sickness. Monks become overwhelmed, and frightened families accuse the crown of abandoning them to unhealthy conditions.",+9,-7,2,-2
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E6,"A storm, plague of locusts, sudden freeze, or river flood strikes the kingdom. Villages cry for aid; the realm must respond quickly.",NATURAL DISASTER,O3,Order a realm-wide prayer vigil led by influential clergy.,Unique,"The vigil unifies the realm in shared faith. Even in hardship, citizens find strength through collective hope and religious comfort.","The gathering attracts too large a crowd. Panic spreads when structures fail or weather worsens, injuring many and undermining trust in the clergy.",+8,-7,3,-3
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E6,"A storm, plague of locusts, sudden freeze, or river flood strikes the kingdom. Villages cry for aid; the realm must respond quickly.",NATURAL DISASTER,O4,Deploy the royal army to deliver supplies and maintain order.,Unique,"Soldiers distribute food and enforce calm with discipline. Order is restored, and villagers feel protected and valued by the crown.","Poor coordination leads to misdelivered supplies. Some soldiers act harshly, igniting fear and complaints in already distressed communities.",+11,-9,4,-4
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E6,"A storm, plague of locusts, sudden freeze, or river flood strikes the kingdom. Villages cry for aid; the realm must respond quickly.",NATURAL DISASTER,O5,Construct emergency granaries and firebreaks to protect stored goods.,Unique,The kingdom’s foresight pays off as reserves remain intact despite chaos. Citizens admire the crown’s wisdom and preparation.,"Firebreaks or granaries fail due to rushed planning. Precious supplies are lost, worsening famine and frustration.",+7,-6,5,-5
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E7,"A border skirmish, intercepted messenger, or insulted ambassador threatens peace with a neighbouring realm.",FOREIGN RELATIONS INCIDENT,O1,Send envoys with gifts to reaffirm peaceful intentions.,Unique,"The envoys succeed in soothing tensions. Rival rulers acknowledge the goodwill gesture, and diplomatic channels reopen with renewed trust.","The gifts are dismissed as an attempt to buy favour. The rival kingdom grows more suspicious, tightening its military presence along the border.",+10,-8,1,-1
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E7,"A border skirmish, intercepted messenger, or insulted ambassador threatens peace with a neighbouring realm.",FOREIGN RELATIONS INCIDENT,O2,Hold a tournament inviting foreign knights to compete.,Unique,"The tournament fosters camaraderie and mutual respect. Knights bond over shared honour, reducing hostility between realms.",A jousting accident involving a foreign knight sparks outrage. Hostility rises as accusations of sabotage circulate.,+9,-7,2,-2
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E7,"A border skirmish, intercepted messenger, or insulted ambassador threatens peace with a neighbouring realm.",FOREIGN RELATIONS INCIDENT,O3,Increase patrols and fortify frontier towers to deter aggression.,Unique,"The strengthened defences discourage rash actions. Citizens near the border feel protected, buying time for diplomats to negotiate.",A patrol misunderstands a foreign caravan’s actions and attacks prematurely. The skirmish escalates tensions dangerously.,+11,-9,3,-3
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E7,"A border skirmish, intercepted messenger, or insulted ambassador threatens peace with a neighbouring realm.",FOREIGN RELATIONS INCIDENT,O4,Arrange a marriage alliance between noble houses of both realms.,Unique,The alliance builds a strong bond between courts. Peace becomes mutually beneficial and widely supported.,Jealous nobles oppose the arrangement and begin scheming. The internal unrest weakens the kingdom’s diplomatic position.,+8,-7,4,-4
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E7,"A border skirmish, intercepted messenger, or insulted ambassador threatens peace with a neighbouring realm.",FOREIGN RELATIONS INCIDENT,O5,Invite foreign dignitaries to a feast celebrating unity between nations.,Unique,"The feast impresses visiting nobles with hospitality, culture, and honour. Agreements are reached over shared meals and goodwill.","A misinterpreted jest or breach of etiquette causes offense. The visiting nobles return home insulted, worsening relations.",+7,-6,5,-5
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E8,"INTERNAL CONFLICT — Rival noble houses, feuding villages, or competing guilds strain the kingdom’s unity. Without careful intervention, quarrels may ignite into open violence.",INTERNAL CONFLICT,O1,Convene a tribunal where disputing lords present their cases before the crown.,Unique,"The tribunal gives all sides a formal voice. Wise judgments and fair compromise restore respect for the throne, and the nobles disperse with grievances largely settled.","The tribunal reveals deep grudges that neither side will abandon. Accusations of bias follow, and some lords leave more resentful than when they arrived.",+10,-8,1,-1
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E8,"Competing guilds strained the kingdom’s unity. Without careful intervention, quarrels may ignite into open violence.",INTERNAL CONFLICT,O2,Dispatch a neutral order of knights to enforce peace in contested regions.,Unique,"The knights’ disciplined presence deters rash violence. Villagers and lesser nobles breathe easier, grateful for the restored security.",The knights are drawn into local rivalries and appear to favour one side. Their presence inflames tensions instead of quelling them.,+9,-7,2,-2
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E8,"Competing guilds strained the kingdom’s unity. Without careful intervention, quarrels may ignite into open violence.",INTERNAL CONFLICT,O3,"Fund joint projects—bridges, mills, or markets—that require cooperation between rivals.",Unique,Shared investment gradually mends distrust as both sides profit from the completed works. Economic benefit becomes a bridge over old wounds.,"Arguments over cost, labour, and ownership stall construction. The unfinished projects stand as monuments to failure, deepening bitterness.",+8,-7,3,-3
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E8,"Competing guilds strained the kingdom’s unity. Without careful intervention, quarrels may ignite into open violence.",INTERNAL CONFLICT,O4,Invite clerics to mediate and preach reconciliation.,Unique,"Respected clergy remind all parties of higher ideals, softening hearts. Their sermons inspire sincere attempts at forgiveness and renewed cooperation.","Some lords accuse clerics of taking sides, turning faith into another battleground. Religious authority suffers as the conflict grows more personal.",+11,-9,4,-4
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E8,"Competing guilds strained the kingdom’s unity. Without careful intervention, quarrels may ignite into open violence.",INTERNAL CONFLICT,O5,Temporarily separate feuding groups by redrawing minor jurisdictions.,Unique,"The enforced distance reduces immediate clashes and buys time for tempers to cool. Order returns, and isolated communities slowly refocus on daily life.","The new boundaries anger those who lose influence or land. Whispered conspiracies multiply, and resentment simmers just beneath the surface.",+7,-6,5,-5
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E9,"A mysterious sickness spreads through towns and villages. Healers, priests, and common folk struggle to understand and survive the affliction.",DISEASE OUTBREAK,O1,Order quarantines in afflicted districts and restrict travel.,Unique,"Though harsh, the restrictions slow the spread considerably. People see the crown as willing to make difficult choices to protect the realm.","Trade grinds to a halt and separated families despair. Black markets emerge, undermining both the quarantine and trust in royal decrees.",+10,-8,1,-1
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E9,"A mysterious sickness spreads through towns and villages. Healers, priests, and common folk struggle to understand and survive the affliction.",DISEASE OUTBREAK,O2,Support apothecaries and herbalists in experimenting with remedies.,Unique,"Some mixtures ease symptoms and reduce mortality. Word of these treatments spreads, lifting spirits and showcasing the value of learned healers.","Unproven mixtures cause harm in some cases. Rumours of poison turn fear toward the healers themselves, complicating efforts to respond.",+9,-7,2,-2
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E9,"A mysterious sickness spreads through towns and villages. Healers, priests, and common folk struggle to understand and survive the affliction.",DISEASE OUTBREAK,O3,Organise mass prayer processions and offerings for divine mercy.,Unique,The processions bring people together in shared grief and hope. Their renewed faith helps them endure hardship with greater resilience.,"Crowded gatherings spread infection further. When no immediate miracle follows, anger turns against both priests and the ruling house.",+7,-6,3,-3
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E9,"A mysterious sickness spreads through towns and villages. Healers, priests, and common folk struggle to understand and survive the affliction.",DISEASE OUTBREAK,O4,Establish dedicated infirmaries staffed by trained healers and clergy.,Unique,"Centralising care allows better organisation and treatment. The infirmaries become places of both healing and compassion, and survival rates improve.","Resources prove insufficient, and the infirmaries overflow with the sick. Despair grows as people view them as houses of death rather than hope.",+11,-9,4,-4
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E9,"A mysterious sickness spreads through towns and villages. Healers, priests, and common folk struggle to understand and survive the affliction.",DISEASE OUTBREAK,O5,Suspend certain taxes and tithes to ease the burden on afflicted communities.,Unique,"The relief allows families to focus on survival rather than debt. Gratitude toward the crown and clergy grows, even in dark times.","The reduced income weakens the crown’s ability to fund responses. Some nobles complain bitterly, causing new friction among the leadership.",+8,-7,5,-5
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E10,"A controversial case of justice, heresy, or peasant revolt forces the realm to choose between strict order and mercy. The decision will echo through legend.",MORAL DILEMMA,O1,"Hold a public trial for the accused before nobles, clergy, and common folk.",Unique,The trial proceeds with clear testimony and measured judgment. Even those who disagree with the verdict respect the transparency of the process.,"The trial devolves into a spectacle of outrage. Shouting drowns out reason, and the final judgment satisfies no one, deepening division.",+10,-8,1,-1
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E10,"A controversial case of justice, heresy, or peasant revolt forces the realm to choose between strict order and mercy. The decision will echo through legend.",MORAL DILEMMA,O2,Show mercy by commuting harsh punishments to lighter sentences.,Unique,"The act of mercy softens hearts and prevents martyrdom. Stories spread of a just and compassionate ruler, bolstering loyalty among the common folk.","Nobles interpret leniency as weakness. Some troublemakers feel emboldened, believing the crown unwilling to enforce its own laws.",+9,-7,2,-2
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E10,"A controversial case of justice, heresy, or peasant revolt forces the realm to choose between strict order and mercy. The decision will echo through legend.",MORAL DILEMMA,O3,Enforce strict punishment to demonstrate unwavering authority.,Unique,A firm response restores short-term order and deters others from following the same path. Nobles feel reassured that the law still has teeth.,"The severity of the punishment shocks the populace. Whispers of cruelty tarnish the crown’s image, and sympathy for the accused grows quietly.",+8,-7,3,-3
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E10,"A controversial case of justice, heresy, or peasant revolt forces the realm to choose between strict order and mercy. The decision will echo through legend.",MORAL DILEMMA,O4,Consult a council of theologians and jurists to rule on the case.,Unique,Their combined wisdom produces a carefully reasoned judgment. The blend of spiritual and legal authority strengthens public confidence in the realm’s moral compass.,"The council becomes deadlocked, issuing vague or contradictory guidance. Confusion spreads, and both sides feel abandoned by those meant to guide them.",+11,-9,4,-4
Medieval,"<CityName> entered an age of fortified walls, noble factions, and powerful traditions. Faith shaped governance, merchants connected distant routes, and scholars preserved knowledge. Yet feuds, famine, and shifting loyalties threatened stability. Survival depended on how <CityName> navigated obligations, alliances, and the constant pressure of conflict within and beyond its borders.",E10,"A controversial case of justice, heresy, or peasant revolt forces the realm to choose between strict order and mercy. The decision will echo through legend.",MORAL DILEMMA,O5,Defer the decision and send the accused on a religious pilgrimage as penance.,Unique,"The pilgrimage offers a path of redemption rather than simple punishment. Many see the choice as wise, balancing justice with spiritual growth.","Some interpret the decision as avoidance. If the accused later fails or flees, the crown is blamed for indecision and poor judgment.",+7,-6,5,-5
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E1,"A supply crisis hits the nation as fuel, materials, or essential goods run scarce due to embargoes, industrial failures, or global disruption. Factories stall, transport slows, and citizens grow anxious.",RESOURCE SHORTAGE,O1,Implement emergency fuel and energy rationing across major cities.,Unique,"Rationing slows consumption enough to stabilise the grid. Citizens appreciate the fairness of the distribution system, and engineers gain time to redirect power to essential services. Factories resume limited but steady operations.","Public frustration boils over as long queues and blackouts spread. Social media amplifies complaints, and protests erupt demanding government accountability. Order becomes harder to maintain.",+10,-8,1,-1
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E1,"A supply crisis hits the nation as fuel, materials, or essential goods run scarce due to embargoes, industrial failures, or global disruption. Factories stall, transport slows, and citizens grow anxious.",RESOURCE SHORTAGE,O2,Negotiate an urgent trade deal with foreign suppliers for essential materials.,Unique,"Diplomats secure a favourable contract after tense negotiation. Cargo ships arrive within days, restocking industries and calming markets. Global partners praise your nation's reliability under pressure.","Foreign powers demand costly concessions involving tariffs, patents, or political alignment. The deal arrives too late or too expensive, triggering public anger and weakening your international standing.",+9,-7,2,-2
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E1,"A supply crisis hits the nation as fuel, materials, or essential goods run scarce due to embargoes, industrial failures, or global disruption. Factories stall, transport slows, and citizens grow anxious.",RESOURCE SHORTAGE,O3,Launch a national recycling and reclamation initiative to stretch existing resources.,Unique,"Industries creatively repurpose scrap materials, sparking innovation in manufacturing. Citizens embrace the campaign enthusiastically, reducing strain on supply chains. A surprising cultural movement forms around sustainability.","The program collapses under poor organisation, leading to contaminated materials and inefficient recovery. Critics ridicule the government’s 'performative environmentalism,' damaging credibility.",+8,-7,3,-3
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E1,"A supply crisis hits the nation as fuel, materials, or essential goods run scarce due to embargoes, industrial failures, or global disruption. Factories stall, transport slows, and citizens grow anxious.",RESOURCE SHORTAGE,O4,Divert military logistics and transport fleets to support civilian supply distribution.,Unique,"The military’s precision and discipline restore order in shipping routes. Deliveries become reliable again, and citizens praise the decisive action prioritising public welfare over bureaucracy.","The presence of military personnel in civilian hubs sparks unease. Accusations of intimidation and overreach spread, and mishandled checkpoints cause delays rather than improvements.",+11,-10,4,-4
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E1,"A supply crisis hits the nation as fuel, materials, or essential goods run scarce due to embargoes, industrial failures, or global disruption. Factories stall, transport slows, and citizens grow anxious.",RESOURCE SHORTAGE,O5,Fund emergency research to engineer synthetic alternatives to the scarce resource.,Unique,"Scientists rapidly produce a workable substitute. Industries adopt it quickly, transforming the crisis into a technological triumph. Your nation becomes a world leader in alternative materials.","The research burns through money with little progress. Headlines mock the 'million-dollar miracle that never came,' and funding scandals erode trust in scientific institutions.",+12,-9,5,-5
